18,-1,770,NW 8m/s,-2,772,NW 8m/s
19,-2,776,NW 3m/s,-5,776,NW 3m/s
20,+1,769,S 7m/s,-1,767,S 7m/s
21,+2,759,S 3m/s,0,758,S 3m/s
22,+2,755,S 4m/s,0,756,S 4m/s
23,+3,755,S 1m/s,+1,755,S 1m/s
24,+6,752,S 2m/s,+3,754,S 2m/s
25,+4,759,NW 6m/s,+4,762,NW 6m/s
26,+5,762,S 3m/s,+3,761,S 3m/s
27,+5,757,SW 1m/s,+6,760,SW 1m/s
28,+6,766,NW 5m/s,+1,767,NW 5m/s
29,+6,761,S 3m/s,+2,761,S 3m/s
30,+10,758,W 2m/s,+5,761,W 2m/s
31,+12,763,S 3m/s,+7,763,S 3m/s
1,+15,763,S 1m/s,+10,761,S 1m/s
2,+16,758,N 8m/s,+12,758,N 8m/s
3,+15,761,NW 6m/s,+10,761,NW 6m/s
4,+14,757,S 3m/s,+11,756,S 3m/s
5,+15,758,SE 6m/s,+10,761,SE 6m/s
6,+7,762,E 4m/s,+8,763,E 4m/s
7,+9,761,E 3m/s,+5,761,E 3m/s
9,+13,761,S 3m/s,+7,763,S 3m/s
10,+15,764,S 5m/s,+9,763,S 5m/s
11,+12,767,NW 5m/s,+9,768,NW 5m/s
12,+13,770,SW 3m/s,+8,770,SW 3m/s
13,+7,768,N 3m/s,+7,767,N 3m/s
14,+11,765,N 2m/s,+5,765,N 2m/s
15,+9,760,SW 6m/s,+8,757,SW 6m/s
16,+6,749,SW 1m/s,+5,749,SW 1m/s
17,+4,744,NE 2m/s,+3,745,NE 2m/s
18,+3,749,SE 3m/s,+4,749,SE 3m/s
19,+5,755,NW 4m/s,+2,759,NW 4m/s
20,+1,753,NE 3m/s,+1,754,NE 3m/s
21,+1,747,N 4m/s,0,749,N 4m/s
22,+2,753,W 2m/s,+1,754,W 2m/s
23,+4,750,E 5m/s,+8,747,E 5m/s
24,+5,749,N 3m/s,+3,750,N 3m/s
25,+2,756,NW 7m/s,+2,758,NW 7m/s
26,+3,762,NW 6m/s,+2,764,NW 6m/s
27,+3,767,NW 3m/s,+3,766,NW 3m/s
28,+1,765,NE 1m/s,+2,764,NE 1m/s
29,+3,764,E 3m/s,+1,765,E 3m/s
30,0,765,NE 1m/s,-1,766,NE 1m/s
1,+27,756,S 4m/s,+21,753,S 4m/s
2,+17,749,NW 8m/s,+13,751,NW 8m/s
3,+17,750,NW 5m/s,+10,752,NW 5m/s
4,+16,758,W 5m/s,+12,761,W 5m/s
5,+17,764,NW 3m/s,+13,767,NW 3m/s
6,+21,764,SW 3m/s,+17,764,SW 3m/s
7,+19,764,N 2m/s,+17,764,N 2m/s
8,+19,761,E 2m/s,+15,761,E 2m/s
9,+20,759,N 3m/s,+14,761,N 3m/s
10,+15,764,N 5m/s,+11,766,N 5m/s
11,+17,763,SW 1m/s,+14,764,SW 1m/s
12,+18,762,N 3m/s,+13,764,N 3m/s
13,+12,764,NE 1m/s,+10,764,NE 1m/s
14,+14,761,SW 1m/s,+11,763,SW 1m/s
15,+13,764,SE 2m/s,+9,764,SE 2m/s
16,+13,767,N 2m/s,+10,768,N 2m/s
17,+17,770,S 2m/s,+12,771,S 2m/s
18,+19,767,S 4m/s,+12,764,S 4m/s
19,+17,757,NW 4m/s,+11,757,NW 4m/s
20,+11,761,NW 8m/s,+6,764,NW 8m/s
21,+11,764,S 2m/s,+7,762,S 2m/s
22,+16,759,S 5m/s,+11,758,S 5m/s
23,+13,758,NW 6m/s,+13,760,NW 6m/s
24,+19,760,SW 4m/s,+14,759,SW 4m/s
25,+18,756,S 3m/s,+15,756,S 3m/s
26,+17,760,N 5m/s,+13,762,N 5m/s
27,+16,764,NW 5m/s,+12,765,NW 5m/s
28,+17,765,SW 2m/s,+12,764,SW 2m/s
29,+18,764,SW 5m/s,+14,761,SW 5m/s
30,+17,760,NW 5m/s,+14,759,NW 5m/s
31,+14,760,N 6m/s,+11,761,N 6m/s
1,+24,757,N 3m/s,+20,757,N 3m/s
2,+20,758,NE 2m/s,+19,758,NE 2m/s
3,+14,758,N 1m/s,+12,759,N 1m/s
4,+19,762,N 3m/s,+18,762,N 3m/s
5,+21,761,N 3m/s,+18,764,N 3m/s
6,+19,763,N 3m/s,+18,761,N 3m/s
7,+20,761,S 4m/s,+17,761,S 4m/s
8,+26,756,SW 1m/s,+23,756,SW 1m/s
9,+25,757,S 4m/s,+21,756,S 4m/s
10,+23,755,S 6m/s,+19,754,S 6m/s
11,+22,752,NW 3m/s,+18,751,NW 3m/s
12,+18,751,NW 5m/s,+13,753,NW 5m/s
13,+14,752,NW 6m/s,+14,754,NW 6m/s
14,+22,752,SW 4m/s,+20,751,SW 4m/s
15,+26,746,W 6m/s,+22,747,W 6m/s
16,+24,748,NW 5m/s,+21,748,NW 5m/s
17,+18,747,NW 3m/s,+17,747,NW 3m/s
18,+19,744,NW 8m/s,+12,751,NW 8m/s
19,+17,753,SW 4m/s,+13,755,SW 4m/s
20,+14,753,W 7m/s,+11,754,W 7m/s
21,+14,755,NW 4m/s,+10,757,NW 4m/s
22,+15,757,N 4m/s,+11,758,N 4m/s
23,+14,758,W 5m/s,+10,758,W 5m/s
24,+15,757,NW 5m/s,+10,758,NW 5m/s
25,+19,758,W 3m/s,+16,756,W 3m/s
26,+24,750,SW 4m/s,+19,749,SW 4m/s
27,+21,744,NW 1m/s,+17,745,NW 1m/s
28,+21,746,N 3m/s,+19,749,N 3m/s
29,+24,749,S 2m/s,+18,751,S 2m/s
30,+25,753,SW 3m/s,+22,755,SW 3m/s
1,+26,750,NW 4m/s,+20,751,NW 4m/s
2,+24,753,NW 5m/s,+20,755,NW 5m/s
3,+24,755,NW 6m/s,+22,756,NW 6m/s
4,+25,755,NW 2m/s,+24,755,NW 2m/s
5,+28,756,N 3m/s,+25,754,N 3m/s
6,+29,755,N 2m/s,+26,755,N 2m/s
7,+32,754,SE 2m/s,+25,758,SE 2m/s
8,+30,758,E 2m/s,+26,758,E 2m/s
9,+30,758,N 3m/s,+20,759,N 3m/s
10,+23,758,N 6m/s,+18,758,N 6m/s
11,+23,757,N 4m/s,+20,758,N 4m/s
12,+24,756,NW 4m/s,+21,755,NW 4m/s
13,+27,753,N 3m/s,+25,752,N 3m/s
14,+29,748,E 3m/s,+23,749,E 3m/s
15,+27,749,E 2m/s,+25,749,E 2m/s
16,+20,749,N 4m/s,+21,752,N 4m/s
17,+24,750,E 1m/s,+23,752,E 1m/s
18,+27,751,NW 6m/s,+23,752,NW 6m/s
19,+28,754,N 4m/s,+26,754,N 4m/s
20,+27,753,NE 3m/s,+24,754,NE 3m/s
21,+28,752,NE 2m/s,+25,752,NE 2m/s
22,+30,750,E 4m/s,+28,750,E 4m/s
23,+30,754,E 2m/s,+27,755,E 2m/s
24,+29,755,NE 2m/s,+28,755,NE 2m/s
25,+31,754,E 3m/s,+27,755,E 3m/s
26,+29,752,N 3m/s,+26,751,N 3m/s
27,+29,752,W 2m/s,+26,754,W 2m/s
28,+31,752,W 2m/s,+28,753,W 2m/s
29,+33,755,N 2m/s,+30,755,N 2m/s
30,+30,756,N 3m/s,+20,756,N 3m/s
31,+24,757,NW 5m/s,+22,755,NW 5m/s
1,+30,756,E 2m/s,+29,755,E 2m/s
2,+31,758,NE 2m/s,+28,758,NE 2m/s
3,+31,758,W 3m/s,+28,757,W 3m/s
4,+30,757,E 3m/s,+27,756,E 3m/s
5,+33,756,E 4m/s,+29,755,E 4m/s
6,+33,753,S 5m/s,+26,754,S 5m/s
7,+25,756,NW 6m/s,+20,756,NW 6m/s
8,+27,756,N 3m/s,+24,754,N 3m/s
9,+25,754,N 5m/s,+24,753,N 5m/s
10,+25,751,NW 4m/s,+22,752,NW 4m/s
11,+23,752,NW 6m/s,+20,755,NW 6m/s
12,+23,757,W 4m/s,+20,755,W 4m/s
13,+20,755,W 8m/s,+18,755,W 8m/s
14,+29,755,NW 5m/s,+27,756,NW 5m/s
15,+33,752,W 2m/s,+26,755,W 2m/s
16,+27,756,N 2m/s,+22,756,N 2m/s
17,+24,758,NW 6m/s,+20,760,NW 6m/s
18,+24,761,NW 5m/s,+22,762,NW 5m/s
19,+27,761,NW 3m/s,+26,759,NW 3m/s
20,+29,758,NW 4m/s,+26,755,NW 4m/s
21,+27,755,N 4m/s,+25,755,N 4m/s
22,+29,754,N 4m/s,+27,755,N 4m/s
23,+30,757,N 3m/s,+28,756,N 3m/s
24,+23,755,S 1m/s,+27,755,S 1m/s
25,+27,755,NW 5m/s,+24,755,NW 5m/s
26,+29,752,N 3m/s,+27,752,N 3m/s
27,+34,751,W 3m/s,+27,752,W 3m/s
28,+28,758,NW 2m/s,+27,756,NW 2m/s
29,+19,761,E 1m/s,+20,758,E 1m/s
30,+26,757,E 3m/s,+25,755,E 3m/s
31,+26,752,E 2m/s,+20,754,E 2m/s
1,+27,756,W 1m/s,+24,756,W 1m/s
2,+30,756,S 2m/s,+25,757,S 2m/s
3,+26,759,N 3m/s,+23,761,N 3m/s
4,+25,760,E 2m/s,+24,756,E 2m/s
5,+23,755,NW 3m/s,+18,755,NW 3m/s
6,+22,758,E 2m/s,+21,756,E 2m/s
7,+26,756,E 3m/s,+24,755,E 3m/s
8,+27,753,E 3m/s,+24,753,E 3m/s
9,+28,752,SE 5m/s,+22,752,SE 5m/s
10,+23,755,N 3m/s,+20,755,N 3m/s
11,+25,755,SE 2m/s,+20,755,SE 2m/s
12,+29,753,NW 5m/s,+23,752,NW 5m/s
13,+29,754,NW 3m/s,+25,753,NW 3m/s
14,+24,755,N 5m/s,+21,756,N 5m/s
15,+23,760,W 5m/s,+20,760,W 5m/s
16,+24,760,N 3m/s,+22,758,N 3m/s
17,+28,755,W 4m/s,+20,758,W 4m/s
18,+21,759,N 3m/s,+22,759,N 3m/s
19,+27,758,NE 2m/s,+25,756,NE 2m/s
20,+29,753,SW 6m/s,+24,752,SW 6m/s
21,+30,747,NW 2m/s,+21,749,NW 2m/s
22,+18,749,NW 7m/s,+15,751,NW 7m/s
23,+22,751,N 7m/s,+18,752,N 7m/s
24,+24,754,N 5m/s,+21,753,N 5m/s
25,+26,755,NE 3m/s,+23,755,NE 3m/s
26,+23,757,NE 2m/s,+23,756,NE 2m/s
27,+30,756,NE 4m/s,+26,758,NE 4m/s
28,+31,756,NE 3m/s,+28,757,NE 3m/s
29,+33,755,E 3m/s,+31,755,E 3m/s
30,+30,755,E 5m/s,+24,756,E 5m/s
1,+17,761,N 2m/s,+14,759,N 2m/s
2,+18,758,SE 1m/s,+15,756,SE 1m/s
3,+18,756,SW 3m/s,+13,756,SW 3m/s
4,+20,756,NW 5m/s,+15,758,NW 5m/s
5,+17,762,NW 4m/s,+14,763,NW 4m/s
6,+19,764,SE 3m/s,+15,764,SE 3m/s
7,+20,761,S 3m/s,+15,763,S 3m/s
8,+20,761,SW 4m/s,+14,762,SW 4m/s
9,+21,761,NW 2m/s,+16,763,NW 2m/s
10,+19,761,N 4m/s,+17,760,N 4m/s
11,+22,757,NW 5m/s,+20,756,NW 5m/s
12,+27,757,SW 3m/s,+22,756,SW 3m/s
13,+27,756,E 2m/s,+16,757,E 2m/s
14,+22,755,NW 7m/s,+18,756,NW 7m/s
15,+20,758,W 6m/s,+18,758,W 6m/s
16,+22,757,NW 4m/s,+20,756,NW 4m/s
17,+23,755,NW 3m/s,+16,755,NW 3m/s
18,+12,759,NW 9m/s,+11,760,NW 9m/s
19,+20,763,NW 6m/s,+17,763,NW 6m/s
20,+24,760,W 4m/s,+21,758,W 4m/s
21,+28,752,W 7m/s,+24,751,W 7m/s
22,+20,749,NW 8m/s,+15,752,NW 8m/s
23,+15,752,NW 5m/s,+13,753,NW 5m/s
24,+20,755,SW 3m/s,+19,755,SW 3m/s
25,+25,756,SW 6m/s,+19,756,SW 6m/s
26,+22,758,NW 6m/s,+19,758,NW 6m/s
